,NAME,RA,DEC,Z_LAMBDA,LAMBDA,S,Z_SPEC,IMAG,MODEL_MAG_U,MODEL_MAG_G,MODEL_MAG_R,MODEL_MAG_I,MODEL_MAG_Z,ILUM
10580,RMJ213003.5+003806.2,322.5145238470116,0.6350458271102807,0.47004005,39.346794,1.5660067,0.45942453,0.0,25.434696,20.776907,19.114086,18.367199,17.889208,33.29635
10581,RMJ090549.7+613739.7,136.45699620064454,61.62768977342895,0.18313333,30.498907,1.140431,0.17902508,0.0,20.914425,18.858263,17.600515,17.14497,16.77206,19.91579
10582,RMJ011246.9+122353.1,18.195410332782973,12.398076894076803,0.5462058,66.71422,2.2404985,0.5550818,0.0,23.857166,22.20651,20.175188,19.174232,18.790213,36.37864
10583,RMJ100827.6+083946.6,152.1151359578846,8.66294358688446,0.48169708,48.36248,1.7958966,0.48313317,0.0,22.16737,20.78582,19.105202,18.208208,17.92648,30.83225
10585,RMJ132950.7+162337.9,202.46104969238624,16.393868179530628,0.5060702,59.98677,1.8578693,0.48318833,0.0,24.422205,21.040817,19.455896,18.498987,18.00843,35.673462
10591,RMJ103224.3+514114.9,158.10135624627722,51.68746307748887,0.42169422,38.187416,1.2191287,0.4137228,0.0,22.07142,20.67089,18.87846,18.215174,17.73648,24.831234
10594,RMJ130534.7+460222.6,196.39462820575812,46.03961587054212,0.34943604,33.046486,1.0068908,0.3510202,0.0,21.685535,20.29344,18.423353,17.840782,17.485336,24.639194
10595,RMJ124247.8+404144.3,190.69901882418344,40.69565231124419,0.45384216,48.60656,1.3890545,0.4520314,0.0,23.177118,20.566467,18.811098,17.975605,17.552267,28.507475
10598,RMJ154937.9+124843.2,237.40784645494998,12.81200450335254,0.48737764,65.63111,1.7212355,0.49088296,0.0,22.738394,20.83695,19.023573,18.137573,17.760172,37.086246
10599,RMJ124429.7+475956.3,191.1238131593585,47.99896952904811,0.33170953,35.10591,0.9969614,0.3523979,0.0,24.184872,19.932613,18.121534,17.482403,17.203384,22.042767
10600,RMJ085205.2+012156.2,133.02153336521292,1.365610860048507,0.3871601,37.821297,1.1429673,0.39784554,0.0,23.81252,20.153984,18.41882,17.760584,17.339188,26.93693
10601,RMJ122654.0+012040.0,186.72489252953247,1.344440505185263,0.37286633,34.358414,1.0808494,0.39447474,0.0,24.312302,20.44811,18.873016,18.190638,17.795135,20.624916
10604,RMJ100726.9+425104.4,151.8619224355421,42.85122862260949,0.5184016,56.706955,2.0792713,0.52972937,0.0,25.5764,21.41865,19.556139,18.453201,18.214386,29.381231
10606,RMJ010439.4+101205.3,16.164312341794755,10.20145909440608,0.4485672,52.252502,1.4999925,0.46700972,0.0,24.3362,22.082163,20.403913,19.539186,19.19594,23.452284
10609,RMJ093259.0+415906.8,143.24584437009966,41.985213748019795,0.41373378,36.906,1.1506057,0.41926387,0.0,22.312637,20.280878,18.592577,17.888279,17.489304,24.894514
10611,RMJ115311.9+293152.7,178.29953375219444,29.531298031766305,0.3460689,34.099083,0.99051976,0.36305043,0.0,22.911047,20.499676,18.805014,18.133665,17.78617,21.498997
10614,RMJ120540.2+361337.7,181.41766056515632,36.22713285125796,0.38283977,34.266884,1.1377422,0.3779278,0.0,23.033964,20.616528,18.815273,18.163445,17.741041,23.481962
10619,RMJ131537.2+332812.1,198.90520832238792,33.470016185857794,0.41308028,36.61615,1.1299587,0.43715128,0.0,25.788593,21.17724,19.231516,18.484915,18.180887,22.326643
10626,RMJ131413.1+315254.8,198.55458109437382,31.881878504350446,0.4368396,37.272118,1.4153949,0.43839502,0.0,22.27821,19.874016,17.970976,17.23083,16.763525,27.17436
10627,RMJ142214.2+044631.8,215.559050196779,4.775502718283266,0.43800256,43.05375,1.4554068,0.45425892,0.0,23.945889,20.950314,19.175375,18.405977,17.914585,23.636744
10630,RMJ222035.3+044244.4,335.1471072030745,4.712335117621285,0.3135147,31.292166,0.9963642,0.3078266,0.0,26.409885,20.133797,18.401375,17.814482,17.423315,16.629545
10634,RMJ231356.2+044519.7,348.4839974028349,4.755480381249498,0.3662443,37.50094,1.2162915,0.31838572,0.0,24.940414,20.196054,18.510262,17.931381,17.66243,25.364866
10635,RMJ095554.7+380124.5,148.97785855813498,38.02346834910164,0.52766246,52.67964,2.0967062,0.5106007,0.0,23.22368,20.705307,18.962294,17.990442,17.585487,32.00503
10641,RMJ133855.7+062016.9,204.73226341487148,6.338028222813954,0.52510846,72.02295,2.050843,0.5460261,0.0,23.774546,22.166468,20.233385,19.190449,18.829412,41.101215
10644,RMJ155247.0+205236.3,238.19569174249648,20.876761985229045,0.43701446,41.60453,1.4280491,0.43699208,0.0,24.112064,20.039097,18.312931,17.614298,17.312653,29.068317
10645,RMJ145717.5+090240.9,224.32307997898482,9.04469003350041,0.34099776,33.946533,0.99831885,0.32878008,0.0,24.04135,20.212133,18.480421,17.917639,17.57637,25.871653
10646,RMJ002354.6+064842.2,5.977568646523082,6.811731727260497,0.38612926,37.668747,1.0110413,0.38190252,0.0,21.70381,19.700909,18.018269,17.361097,16.918692,27.75994
10664,RMJ165446.6+284221.7,253.6941125941275,28.706016450604306,0.35707206,37.668747,1.0394557,0.38696095,0.0,24.296082,20.889675,19.04538,18.386148,18.025103,21.759283
10673,RMJ135431.5-030201.7,208.63123441959232,-3.033795496801675,0.56292796,79.04024,2.929244,0.5073757,0.0,25.58325,22.189804,20.494316,19.553547,19.040754,30.923368
10677,RMJ114516.9-005002.1,176.32046854425948,-0.8339053937525377,0.43121845,40.002754,1.2196101,0.4416355,0.0,26.764969,20.441015,18.443283,17.665655,17.248798,29.773228
10685,RMJ020454.2-010831.2,31.225772847581958,-1.1420082088889136,0.41645467,45.158936,1.1505307,0.42839232,0.0,23.771595,21.188072,19.882515,19.140062,18.794083,30.678207
10687,RMJ130010.7+523637.2,195.04443552452207,52.61033243656375,0.32032877,31.597265,0.9974856,0.31078327,0.0,21.064617,18.895422,17.24399,16.669323,16.323412,22.476082
10691,RMJ114118.3+034822.8,175.3262366223291,3.806338039887566,0.45012534,56.691696,1.565765,0.45093632,0.0,23.976425,21.112103,19.48447,18.695377,18.107546,29.733973
10697,RMJ100700.5-011741.0,151.75191916968893,-1.2947223276868571,0.46854123,52.64913,1.789406,0.45077145,0.0,23.579031,20.674385,19.035076,18.213606,17.89587,31.07841
10701,RMJ130442.4+173847.5,196.17685860981732,17.64651461043909,0.39773002,38.751846,1.1409178,0.3524683,0.0,21.502867,20.201084,18.533566,17.894379,17.556097,27.053677
10702,RMJ114609.6+152143.1,176.54008954427573,15.361976191047791,0.3199428,31.871855,0.9977467,0.374084,0.0,21.411236,20.18032,18.56191,17.98254,17.516933,20.80394
10703,RMJ142521.2+224025.4,216.3383966046777,22.673713943968192,0.30395466,35.63983,0.99661094,0.28642264,0.0,21.521229,19.52451,17.908373,17.326265,17.00363,30.18656
10705,RMJ131340.8-011346.6,198.41986102988105,-1.2296215365230645,0.40525222,33.290565,1.1574126,0.39676675,0.0,23.622726,20.988829,19.22051,18.575445,18.23191,25.625643
10706,RMJ092425.4+055623.6,141.105638434568,5.939880555519182,0.3445476,30.117533,0.99625283,0.3287845,0.0,22.98333,20.105385,18.46092,17.884102,17.570765,27.174833
10717,RMJ004112.2+084034.1,10.300915081261508,8.676137252136463,0.43848908,54.40345,1.6106213,0.4363844,0.0,22.577606,20.582685,18.708763,17.917334,17.462643,31.955639
10718,RMJ101325.1+101415.3,153.35478956362456,10.237587598303152,0.41202998,45.952194,1.2758787,0.39308453,0.0,22.761068,20.326052,18.693724,18.006527,17.635649,30.142557
10732,RMJ112102.9+462451.1,170.261909089504,46.41420346809687,0.30197063,33.168526,1.0108598,0.29448542,0.0,21.573755,19.058695,17.434166,16.875116,16.53655,22.329353
10736,RMJ075539.2+322207.0,118.91333243953568,32.36861819274963,0.2705698,31.932875,1.0114232,0.25561684,0.0,21.708805,19.288933,17.837324,17.324446,16.971737,23.816229
10741,RMJ103622.2+180528.7,159.09250530072947,18.0913027781198,0.36268622,32.756645,0.99950874,0.37699738,0.0,21.500154,19.826033,17.996876,17.356262,16.961922,25.13712
10743,RMJ090925.2+433606.8,137.35479227630265,43.60188723555996,0.38654712,40.246834,1.3019994,0.3891221,0.0,26.450903,20.86898,19.076775,18.408943,18.03349,20.130533
10745,RMJ124326.6+351104.5,190.8609801958697,35.18458802695454,0.5429863,62.641136,2.103233,0.51668084,0.0,22.434105,21.41217,19.597692,18.535736,18.214016,40.96116
10753,RMJ123916.1+142309.7,189.8172194078743,14.386027175790467,0.37242913,33.015976,1.0358434,0.3649868,0.0,22.284029,20.014889,18.255226,17.624441,17.230637,23.248947
10754,RMJ153355.6-000517.4,233.4815611570029,-0.08817737316328317,0.3507461,38.965416,1.0101492,0.37633997,0.0,22.936247,20.758184,18.558834,17.929188,17.6081,28.629
10760,RMJ152357.4+040254.8,230.9890653066851,4.048553961786718,0.4082006,39.163734,1.2227241,0.41611248,0.0,21.92542,20.303724,18.469725,17.791111,17.329262,24.98838
10766,RMJ100421.6-013404.9,151.08992901762088,-1.5680267211272048,0.43652448,36.58564,1.6182519,0.4555249,0.0,23.627005,21.464933,19.361116,18.538795,18.13551,19.638365
10775,RMJ164303.4+454732.4,250.76432168538867,45.79234111288026,0.43293118,41.314682,1.3039262,0.3999612,0.0,22.545303,19.364325,17.627409,16.930029,16.524088,37.286182
10783,RMJ083445.2+355142.0,128.6883781769556,35.86167586711739,0.33326954,34.404182,1.0612098,0.32772595,0.0,21.020391,19.190426,17.46068,16.88189,16.510458,24.19519
10784,RMJ163508.9+144327.2,248.78717184346218,14.724235718867245,0.29285768,30.758242,1.1072057,0.29426172,0.0,23.989893,19.690422,18.11472,17.50633,17.16376,18.922619
10787,RMJ153524.9+141300.9,233.85389969186897,14.21690889407631,0.3643139,32.283737,1.00676,0.36514243,0.0,22.780062,19.90112,18.088469,17.43897,17.0609,24.913296
10788,RMJ222131.0-080119.0,335.37913267625,-8.021932967226443,0.36163583,30.285337,1.0687302,0.3533025,0.0,21.63823,19.73348,17.910126,17.261295,16.911762,23.7794
10792,RMJ120809.7+344756.7,182.0404115799974,34.799073725078436,0.49322614,46.898003,1.7731295,0.46542254,0.0,23.937643,21.723728,20.0848,19.214334,18.803679,26.416384
10795,RMJ093812.7+313118.7,144.5529152906207,31.521855085191245,0.3764993,32.024406,1.0128738,0.38436553,0.0,20.82412,19.654272,17.909357,17.28707,16.872595,24.396809
10796,RMJ140830.4+091539.3,212.1266166460834,9.260909479638924,0.35912842,33.321075,0.9962716,0.3265089,0.0,22.49431,20.550337,18.876852,18.293869,17.934114,22.70129
10797,RMJ112804.5+512727.0,172.01878659006496,51.457492746652456,0.39215723,32.405777,1.0530657,0.3997518,0.0,22.404148,20.433825,18.644417,18.000402,17.578787,24.813377
10801,RMJ163723.0+151902.2,249.34582957683466,15.317265055102148,0.46519098,45.143684,1.6844374,0.47123337,0.0,25.173573,21.354025,19.898148,19.103567,18.715912,24.238419
10803,RMJ001455.7+095722.6,3.732288011284652,9.95628061440059,0.37632853,32.680367,1.3547118,0.30250293,0.0,26.339222,20.016794,18.26857,17.663303,17.275085,22.882288
10804,RMJ020020.9+120803.1,30.087082016818897,12.134194573813094,0.40213567,41.49774,1.4200292,0.38556644,0.0,22.976465,20.63204,19.117773,18.383183,17.942965,22.039204
10805,RMJ083433.7+292502.4,128.6403005965925,29.417319565147864,0.3155084,30.987066,0.99299866,0.31243882,0.0,20.691702,18.842028,17.280262,16.68935,16.39742,24.289957
10807,RMJ144812.1+303211.8,222.05041884479056,30.536605183589245,0.43663722,41.131622,1.2534033,0.4228642,0.0,23.281961,19.937365,18.279545,17.571566,17.079313,29.488394
10808,RMJ010946.2+054159.0,17.44246313506369,5.699712731797707,0.40983796,35.16693,1.2182201,0.40468332,0.0,21.859253,20.505592,18.784557,18.11343,17.685879,22.093576
10813,RMJ022044.5-020315.7,35.18562347572295,-2.0543690170672693,0.3661247,30.254827,1.0228786,0.34808376,0.0,22.618511,20.077492,18.295025,17.722666,17.350122,24.441305
10815,RMJ151250.8+582443.8,228.21147675074076,58.41217900182856,0.40843126,45.235214,1.1228378,0.40634397,0.0,23.684591,20.549576,18.80402,18.124895,17.73877,29.590517
10817,RMJ150537.4+512655.8,226.40566593768494,51.448842375790385,0.2893467,31.002321,0.99820626,0.2676134,0.0,21.085281,19.663755,18.110336,17.575619,17.28596,27.448332
10818,RMJ093826.4+162854.2,144.61001469107816,16.481729939106188,0.40602374,39.056946,1.123996,0.40291244,0.0,21.948004,20.994436,19.250317,18.589106,18.113634,30.045843
10819,RMJ153225.1+194615.2,233.10454932348887,19.770878646245997,0.44597253,46.455612,1.4838641,0.45331705,0.0,27.014484,21.058117,19.236862,18.48057,18.062122,25.165222
10820,RMJ085204.7+154328.9,133.0197242632208,15.724684657478562,0.40999076,38.309456,1.1492573,0.31615436,0.0,23.383774,20.468353,18.799017,18.194492,17.776188,30.530329
10822,RMJ230247.1+024407.1,345.6961783311544,2.7353100739915104,0.37166518,40.475662,1.1333585,0.3550375,0.0,21.880892,20.972277,19.105518,18.4635,18.119167,19.588737
10823,RMJ102409.3+530425.0,156.03873775906482,53.07362106281295,0.40149608,38.538277,1.1641957,0.36754692,0.0,26.170343,20.251379,18.654102,17.993393,17.623182,28.445549
10824,RMJ155853.5+203040.5,239.7229936861197,20.511246995260855,0.39708835,36.25003,1.2273766,0.38453162,0.0,22.986986,21.139809,19.38636,18.652172,18.323166,23.727673
10836,RMJ123358.5+062449.6,188.49371265915926,6.41377036137921,0.39803472,35.28897,1.0900488,0.40443587,0.0,22.43596,20.35356,18.641945,18.000057,17.616474,23.94026
10838,RMJ110028.2-010022.6,165.11744434973983,-1.0062767502028656,0.39765596,33.809235,1.1454061,0.39459258,0.0,22.274303,20.472168,18.835703,18.163336,17.839455,23.156101
10840,RMJ082457.3+401932.5,126.23886945576318,40.325704708449145,0.39409313,41.52825,1.1440711,0.4037722,0.0,24.115393,20.701044,18.724812,18.041681,17.615128,33.758453
10847,RMJ155541.5+453956.3,238.92309379069064,45.66565132119732,0.33620054,32.070168,1.0083941,0.3390361,0.0,21.426262,19.719568,17.937899,17.34206,16.954132,22.545307
10848,RMJ140159.9+524033.0,210.4994667074552,52.67581967931146,0.38489527,36.89074,1.1513593,0.33447647,0.0,21.512495,19.904556,18.207693,17.556376,17.239517,29.093847
10850,RMJ125236.7+064832.8,193.15276096227254,6.809122232649038,0.3553519,33.565155,1.0060233,0.3481736,0.0,25.425339,20.464195,18.72134,18.136795,17.68035,23.626703
10854,RMJ161322.9+440924.9,243.34543274382798,44.15690520810947,0.46412113,41.8181,1.4792092,0.4509549,0.0,23.27067,20.62477,18.76306,17.928488,17.470139,28.16491
10858,RMJ015216.9+104834.4,28.070240644936803,10.809555652508294,0.40383214,41.57402,1.3179339,0.37481427,0.0,22.704924,20.520817,18.869705,18.260067,17.835175,21.782623
10859,RMJ154238.6+413652.4,235.66066716383756,41.614567862655214,0.4712157,54.35769,1.6714478,0.47418123,0.0,22.914309,20.80612,19.045238,18.210161,17.786476,28.908176
10862,RMJ113540.4+370238.9,173.91832754362446,37.04413849824782,0.45263407,44.426697,1.5065839,0.44686964,0.0,25.942333,21.550627,19.63719,18.845858,18.479595,24.159855
10866,RMJ103432.2+123836.6,158.63426952866726,12.643500543626121,0.440287,48.1184,1.3967291,0.45191815,0.0,23.243969,21.124989,19.22531,18.39601,18.087288,27.931787
10869,RMJ000156.8-015707.9,0.4864868309680048,-1.952196123297448,0.45569763,54.64753,1.6386874,0.4443798,0.0,24.139206,20.920414,19.225286,18.436815,18.033592,31.103634
10872,RMJ105135.0+581022.9,162.8958258538847,58.1730389946466,0.5081695,52.694893,1.8532149,0.49414784,0.0,21.21109,20.751568,19.124454,18.240307,17.728407,36.85364
10876,RMJ165510.6+291757.9,253.79407983283147,29.299422951695,0.4531543,47.233612,1.5096941,0.44353837,0.0,25.645082,20.003523,18.183773,17.413015,16.978882,36.08507
10879,RMJ224411.5+000019.4,341.04781512741033,0.005390080026234993,0.44770166,41.2079,1.5045804,0.4387579,0.0,26.632627,21.004272,19.228556,18.46775,18.178875,23.769274
10880,RMJ221237.4+071225.6,333.15568505182387,7.207112506569887,0.4287066,51.810104,1.3716164,0.4277077,0.0,21.474794,19.865606,18.13171,17.421595,16.930042,30.702627
10884,RMJ003813.0+015137.1,9.554302759027053,1.860301388423273,0.36755946,36.64666,1.0111374,0.38346884,0.0,25.725557,20.487137,18.52581,17.872602,17.45829,30.206598
10891,RMJ125557.2-015738.3,193.9881323514071,-1.9606271498013406,0.5247716,56.447617,2.4007242,0.53542,0.0,23.124998,21.142033,19.427773,18.45748,17.922955,32.0353
10893,RMJ074852.1+300906.6,117.21715905419649,30.151829586718762,0.35218316,34.129593,1.0329723,0.3284312,0.0,23.262953,20.464262,18.825426,18.202374,17.895578,22.654503
10897,RMJ130630.8+303119.2,196.62817871847687,30.52201022320708,0.39935857,40.094284,1.1797758,0.41134623,0.0,24.187107,20.724522,18.945217,18.270891,17.941568,28.787569
10898,RMJ001957.8+002937.2,4.9909122620496476,0.49365968629101803,0.44925284,45.403015,1.467324,0.44159567,0.0,24.056917,20.996656,19.255634,18.422361,18.00379,26.883265
10899,RMJ224215.6-094419.5,340.5649269683107,-9.738749293214147,0.42820626,47.98111,1.3872216,0.43690783,0.0,25.374191,20.842398,19.054901,18.323261,17.907377,31.761042
10900,RMJ235618.9+051959.8,359.0786895773104,5.333285039325626,0.42696062,55.486557,1.5818769,0.43351007,0.0,26.380632,20.232843,18.495588,17.754293,17.370285,33.676846
10901,RMJ010028.6+230944.5,15.119063099426853,23.16236120884191,0.42162904,47.8133,1.3815532,0.3969089,0.0,23.084204,20.390402,18.634644,17.947927,17.490707,32.262936
10904,RMJ101121.6+323844.0,152.84003166976058,32.64555300236019,0.48929542,50.635475,1.8469989,0.48389983,0.0,25.0247,21.106836,19.328022,18.407759,17.972277,31.789957
10905,RMJ084317.8+305626.8,130.823970732518,30.940777168863963,0.5070762,64.60903,2.0235894,0.50975186,0.0,22.244316,21.194313,19.538574,18.55907,18.158579,39.06197
10908,RMJ084123.9+251305.2,130.3494979151211,25.21810729634465,0.44254506,52.542343,1.3915099,0.4573458,0.0,25.697323,20.661934,18.87651,18.097517,17.72041,34.800972
10909,RMJ143205.9+411022.3,218.02450279136326,41.17287461060426,0.3830785,35.060143,1.043493,0.40278614,0.0,22.944006,19.877525,17.977423,17.295198,16.921331,25.95878
10914,RMJ080028.5+133729.2,120.1186118606262,13.62477649931432,0.42018718,37.516197,1.2412716,0.40757734,0.0,26.556358,20.628296,18.89095,18.176592,17.748352,23.429739
10915,RMJ105241.1+360623.9,163.17124242020725,36.106625598699004,0.314347,34.114334,0.9911913,0.2926271,0.0,23.414534,19.599453,18.007095,17.423014,17.107445,22.349293
10917,RMJ095018.9+523010.2,147.57858700578174,52.50284154951683,0.3693293,37.10431,1.0065297,0.33728522,0.0,23.00606,20.363832,18.649668,18.104467,17.716043,25.562145
10920,RMJ235552.2+004149.1,358.9673706404139,0.6969602014611591,0.32372198,30.849771,1.0227871,0.31212032,0.0,22.571938,20.162853,18.353748,17.766422,17.467867,20.468124
10921,RMJ144856.5+012316.4,222.2354833673669,1.3878992662043161,0.45190653,45.052155,1.5696102,0.4558864,0.0,24.605158,21.896126,20.298595,19.439507,19.029968,23.809023
10924,RMJ120711.4+512754.2,181.79754890574168,51.465053904218564,0.35046628,31.505735,0.996879,0.3593678,0.0,22.489613,20.398664,18.653727,18.042812,17.686855,21.192514
10927,RMJ020639.0+043451.6,31.662694552508754,4.580993703531913,0.4478785,52.283012,1.5341744,0.47795764,0.0,26.947193,21.54185,19.563007,18.75831,18.421612,30.330194
10931,RMJ074916.1+370225.9,117.31725435905793,37.04052746234834,0.40253443,46.592903,1.3882077,0.40646377,0.0,22.69373,19.87137,18.127983,17.449497,17.08066,28.464918
10939,RMJ085734.4+192337.1,134.3932284691881,19.393632675871327,0.35983446,31.627775,1.027794,0.33146057,0.0,23.51297,20.731554,18.96376,18.36535,17.925203,23.456758
10942,RMJ135108.2+364031.3,207.78424509205857,36.675374786724404,0.38727686,32.817665,1.0248829,0.40246743,0.0,25.464247,20.142094,18.349094,17.704025,17.31615,24.346682
10948,RMJ122608.3+445526.5,186.5346366290914,44.92403076436932,0.43826362,47.49295,1.308378,0.42546788,0.0,22.915813,19.989714,18.172855,17.421307,17.011484,33.946823
10958,RMJ085117.0+141455.1,132.82089687829637,14.248634248232532,0.4866674,54.57126,1.7202245,0.4846639,0.0,22.66398,20.832897,19.05706,18.187624,17.83388,29.01904
10959,RMJ014800.1+122256.8,27.000516103582413,12.38243894220354,0.4515928,44.777565,1.7924433,0.4509806,0.0,24.439331,20.954855,19.20339,18.454697,17.982294,24.181839
10960,RMJ115411.4+282838.3,178.54746102254546,28.47731391638186,0.45204946,44.350426,1.5094411,0.45268315,0.0,21.613352,20.464298,18.593657,17.799246,17.495209,31.951202
10965,RMJ093601.8+341703.6,144.00754627566897,34.284322591783564,0.34422252,32.283737,0.9972722,0.35951313,0.0,25.63982,20.021141,18.294888,17.669298,17.329647,27.344011
10968,RMJ140456.7+272557.3,211.23629916426705,27.43257251767078,0.3230598,33.961784,0.99347115,0.38053977,0.0,22.312162,19.823757,18.062021,17.433222,17.00498,22.551565
10969,RMJ000830.2+080154.8,2.126037432091209,8.031900027585078,0.5144061,70.39066,2.4423373,0.5707362,0.0,23.834051,21.263638,19.578217,18.614117,18.123636,33.592052
10973,RMJ004017.2+004520.5,10.071773164295962,0.7557030381645795,0.36492753,40.216324,1.0751498,0.34303764,0.0,21.86054,20.118536,18.417765,17.76952,17.455881,26.149675
10974,RMJ133329.8+215428.9,203.3742654564988,21.908014663525343,0.43209764,38.111137,1.2623184,0.42985338,0.0,24.104727,20.44393,18.590914,17.85041,17.417675,25.417717
10975,RMJ154241.8-011238.1,235.67406837230635,-1.2105773063514587,0.40907297,40.231583,1.3277915,0.42304873,0.0,23.873344,20.499287,18.809423,18.0999,17.672583,23.679962
10976,RMJ101041.0+113128.1,152.67069048242985,11.524485220830455,0.33959487,32.360016,1.000297,0.35440424,0.0,22.0883,20.012825,18.238016,17.644413,17.26998,24.456306
10979,RMJ103353.1-025701.8,158.47144955905702,-2.950497761689436,0.43617678,45.845413,1.6051719,0.46839142,0.0,22.392265,20.83944,18.97288,18.19977,17.829477,28.741152
10980,RMJ090715.8+123603.4,136.81572241313017,12.600931016012145,0.37966114,31.79558,1.0115384,0.38961914,0.0,23.348133,21.045298,19.151562,18.474003,18.050673,23.70064
10981,RMJ144951.3+023430.1,222.46389572620166,2.5750406085870416,0.3936321,33.138016,1.178241,0.38306326,0.0,24.587954,20.80566,19.070698,18.409922,18.161314,20.596037
10984,RMJ212207.3+001641.3,320.5305658838924,0.27814102456186496,0.46541712,49.58288,1.6357219,0.4630927,0.0,22.283453,21.45517,19.953037,19.140448,18.834526,25.814451
10986,RMJ124532.0+105910.1,191.38344483384896,10.986127763622239,0.48034805,50.498177,1.6762689,0.456671,0.0,22.670235,21.449759,19.68768,18.814367,18.41774,29.494318
10993,RMJ000209.4+161040.3,0.5389982678561864,16.177868926807257,0.27344388,31.597265,1.0781728,0.26735264,0.0,24.730928,19.458113,17.914152,17.343105,16.978607,22.300085
10999,RMJ101237.0+231306.1,153.1542309389705,23.218367085194576,0.4073765,36.81447,1.1908989,0.38673353,0.0,22.743935,19.852474,18.08799,17.401731,16.982014,25.842403
11002,RMJ153722.8+020011.7,234.34492808871653,2.00325419280886,0.41292948,34.221123,1.3150945,0.39800537,0.0,22.57499,20.844551,19.225218,18.530031,18.104359,18.058096
11003,RMJ225105.2+134220.9,342.77154045320265,13.705817033693515,0.24791908,30.087023,0.9967199,0.23357648,0.0,20.886173,18.967411,17.51434,17.001614,16.681023,23.063496
11007,RMJ121039.3+093007.9,182.66378349989864,9.502181711501018,0.5349808,53.6407,2.0411148,0.51816285,0.0,24.54922,20.781324,19.633932,18.913025,18.460037,30.864456
11009,RMJ094204.7+033157.0,145.5195105920844,3.532510632235173,0.34941268,32.085426,1.0174717,0.34876445,0.0,22.160084,19.760605,18.069292,17.505339,17.048084,23.5496
11011,RMJ020816.1-023724.3,32.06715871123809,-2.6234275293677447,0.52617013,55.562828,2.271905,0.513877,0.0,21.366583,20.707348,18.972836,17.975643,17.613897,28.705341
11014,RMJ135823.1+254831.2,209.59639259319553,25.808678103071088,0.52667874,60.81054,2.0834818,0.5200583,0.0,25.197285,21.307713,19.461828,18.492775,18.040442,31.582777
11017,RMJ114515.0+362616.0,176.31235420750158,36.437770516037084,0.43681416,34.312653,1.3484254,0.43034267,0.0,23.052866,20.669394,19.07482,18.349104,17.949257,24.740482
11018,RMJ143115.2+534021.5,217.8131739280227,53.67264361636417,0.40218505,39.956993,1.0968573,0.40527877,0.0,22.056345,19.936813,18.139088,17.47003,17.039309,29.90216
11024,RMJ130550.2+242749.7,196.45902257757123,24.463794648093135,0.41981786,36.1585,1.2219738,0.4271821,0.0,24.665867,20.650906,18.73665,18.025618,17.565908,27.05839
11029,RMJ140003.9+140043.9,210.01624076080242,14.012190337627418,0.43083376,40.597702,1.2264001,0.42855814,0.0,27.153881,20.946457,19.071138,18.367577,17.994026,23.933615
11035,RMJ093717.6+170513.9,144.3234901256789,17.087202605855435,0.42679122,38.965416,1.2388566,0.40156966,0.0,22.696371,20.698689,19.047215,18.36738,18.020248,25.067991
11036,RMJ080321.5+481732.1,120.83970126576398,48.29225675879919,0.49874648,57.820564,1.9899646,0.49523148,0.0,24.752218,21.689236,20.1245,19.176538,18.783415,31.132914
11042,RMJ144813.2+215706.2,222.05509484360567,21.951726714284895,0.36087283,31.749815,0.9979318,0.34967238,0.0,22.539305,19.308777,17.529705,16.907095,16.586405,30.917173
11043,RMJ144805.5+184127.4,222.02302708377277,18.690950959060814,0.251266,30.773497,1.0498744,0.2806528,0.0,20.844923,18.420143,16.917213,16.343807,16.010077,26.18623
11045,RMJ152312.0+132926.6,230.7998113461943,13.490731646747745,0.49639806,62.183487,1.9193652,0.5031798,0.0,24.708467,21.204971,19.135654,18.224463,17.803017,35.12007
11046,RMJ093043.0+164931.3,142.6793303183631,16.82537235790507,0.43839577,30.788752,1.310805,0.45084333,0.0,23.712267,20.970823,19.169058,18.377827,18.00899,23.214314
11050,RMJ134657.9+385915.4,206.74144316405375,38.987617111195256,0.45667028,44.731796,1.4500718,0.4420296,0.0,23.060585,21.30938,19.57454,18.815117,18.349081,28.59004
11051,RMJ131331.6+481944.8,198.3816207460128,48.32911516610915,0.34204596,32.344757,1.0279726,0.34721413,0.0,22.381027,19.801435,18.080818,17.477005,17.143751,22.256039
11052,RMJ002836.5+091735.0,7.152114233051179,9.293066934968307,0.45262587,34.007553,1.647856,0.45054245,0.0,23.085451,20.83627,18.970053,18.221151,17.71701,19.332466
11053,RMJ132747.4+662845.8,201.94752845421664,66.47937678064008,0.35394615,34.73979,0.9990512,0.3504129,0.0,21.514101,19.849566,17.913313,17.268621,16.914469,29.37969
11054,RMJ141123.6+295322.6,212.8483985266402,29.889624813330013,0.5013529,47.93534,1.9317902,0.4795442,0.0,22.248842,21.187197,19.469007,18.586498,18.172102,29.070564
11057,RMJ153849.4+043048.8,234.70573698592966,4.5135461967069315,0.39840794,39.621384,1.209126,0.3955374,0.0,22.036158,19.927258,18.115173,17.44722,17.11565,30.855413
11058,RMJ125540.3+055940.0,193.91791563004315,5.994433894606478,0.41312233,38.843376,1.1959214,0.41485143,0.0,21.733175,20.61462,19.054127,18.355886,17.99872,24.166012
11059,RMJ000201.8+002049.2,0.5076227805781173,0.3470051995245277,0.31809154,33.260056,1.0071331,0.30068916,0.0,20.81856,18.94229,17.387234,16.816868,16.512571,27.69663
