,NAME,RA,DEC,Z_LAMBDA,LAMBDA,S,Z_SPEC,IMAG,MODEL_MAG_U,MODEL_MAG_G,MODEL_MAG_R,MODEL_MAG_I,MODEL_MAG_Z,ILUM
3228,RMJ133348.3+052908.8,203.45144578486855,5.485787164552937,0.24193914,39.850204,0.99652684,0.23458788,0.0,20.241167,18.18048,16.723515,16.22159,15.887965,28.048023
3229,RMJ230809.1+002759.8,347.03808006667896,0.46659845542921907,0.34949034,44.121597,0.99046487,0.3357078,0.0,23.999807,19.718626,17.918669,17.335484,16.967604,36.549057
3230,RMJ232424.9+181034.1,351.10363879205363,18.176138321080785,0.14689592,32.192207,1.0817548,-1.0,0.0,19.79828,17.569248,16.423113,15.97103,15.609413,19.079231
3232,RMJ225325.2+132728.9,343.3550147697157,13.45801534476219,0.36806867,53.61019,1.0211658,0.35559687,0.0,25.154922,19.55073,17.746717,17.151558,16.700779,40.464005
3233,RMJ161254.6+332501.2,243.22755226466086,33.41699915525635,0.39893395,58.96469,1.0678691,0.37900513,0.0,25.181578,20.879755,19.023226,18.397127,18.09871,37.256374
3234,RMJ155653.5+160204.3,239.22278282585452,16.03451585737642,0.24506882,38.873886,1.0028892,0.23212537,0.0,20.528042,18.393095,16.956297,16.458912,16.155376,33.703728
3235,RMJ163239.1+524504.0,248.16289583112274,52.75111528304049,0.336044,54.28141,1.0163352,-1.0,0.0,21.693138,19.986252,18.20809,17.60025,17.247747,41.30253
3236,RMJ072947.1+234838.7,112.44619730513901,23.81074340811898,0.1544886,30.819262,1.0191542,-1.0,0.0,20.37041,18.23605,17.079456,16.601116,16.242472,21.837105
3237,RMJ073028.2+382223.4,112.61729847384206,38.37317586875355,0.49238366,81.72511,1.9193553,-1.0,0.0,21.86714,20.763496,19.202238,18.430061,18.054974,46.49018
3239,RMJ011615.9+274231.3,19.066290460442374,27.70869674638995,0.2920375,44.823326,0.9951267,-1.0,0.0,23.160925,19.115568,17.536907,16.986485,16.656921,33.88973
3240,RMJ212925.2-074130.3,322.35503632183537,-7.691743729705484,0.57009035,123.31017,3.2548535,-1.0,0.0,24.45848,22.604906,20.994942,19.91148,20.030928,53.656483
3241,RMJ095511.2+540328.6,148.7968312483023,54.0579511834895,0.42881793,59.83422,1.2285409,0.41829127,0.0,22.965956,20.795269,19.035198,18.314026,17.897795,44.06465
3242,RMJ115438.9+392334.0,178.6620407980358,39.392775944241116,0.38474813,44.716545,1.0520821,0.35727358,0.0,23.311752,21.1488,19.208462,18.591475,18.132923,30.46661
3243,RMJ095153.1+452302.8,147.97137526549398,45.38411304132087,0.32672757,44.930115,0.9936364,0.31050715,0.0,22.06758,19.485483,17.80076,17.222254,16.881794,32.60198
3244,RMJ090655.8+495345.2,136.73237843758668,49.89588120124454,0.34041074,45.769135,0.9963073,-1.0,0.0,22.45511,19.770374,18.02784,17.410273,17.07491,32.850647
3245,RMJ134842.7-015818.1,207.17792024106643,-1.9716862458519986,0.32189116,50.040527,0.9932838,-1.0,0.0,22.820034,20.698849,19.169407,18.650097,18.356924,32.061646
3246,RMJ103219.7+095302.4,158.08192270096237,9.883988165675541,0.46725175,83.46418,1.6177382,-1.0,0.0,23.502073,21.723959,19.80615,18.889706,18.409435,50.914043
3247,RMJ160335.0+591140.8,240.89599410098782,59.19467617970831,0.27502134,37.851807,1.0200255,-1.0,0.0,23.30135,18.588705,17.111712,16.572077,16.201393,26.052973
3248,RMJ233547.2+164447.3,353.9465134390475,16.746462350587116,0.3920103,56.249306,1.1765382,-1.0,0.0,21.970657,19.951426,18.115284,17.486265,17.03855,42.965736
3249,RMJ235715.7+245116.1,359.315233313752,24.854483511279252,0.22160447,38.584045,1.0021682,-1.0,0.0,20.781595,18.54101,17.120577,16.569836,16.237494,27.14529
3250,RMJ084631.3+015129.0,131.63049463225022,1.8580486574393056,0.3842291,60.49019,1.1514989,0.3855113,0.0,23.18779,20.551682,18.816162,18.16338,17.8348,33.68523
3251,RMJ231136.2+145630.3,347.90068034616735,14.941751539359238,0.39180487,62.732666,1.2243214,-1.0,0.0,22.334234,20.369179,18.75003,18.05303,17.69232,41.162403
3253,RMJ162149.7+243810.2,245.45688468085825,24.636172784707252,0.1887759,40.414642,0.99745464,0.19203228,0.0,19.60309,17.785812,16.470959,15.994404,15.637964,31.961222
3254,RMJ123954.5+431517.2,189.97705740023235,43.254790995302535,0.39928606,46.287804,1.1337327,-1.0,0.0,22.561897,20.962723,19.24972,18.585764,18.204044,34.38112
3255,RMJ123618.2+195004.1,189.07585670300776,19.83446729559964,0.21794452,30.926046,1.0004991,0.21274553,0.0,20.952927,18.928646,17.612803,17.141779,16.81517,25.505383
3257,RMJ221723.7+072710.0,334.3486424137349,7.452783155128292,0.26459944,39.956993,1.0194806,-1.0,0.0,21.059235,19.022934,17.465872,16.91745,16.556772,33.239845
3259,RMJ222144.5+105821.9,335.4354441966434,10.972738189784751,0.44318154,68.46854,1.4829948,0.4585014,0.0,22.43881,21.41311,19.59433,18.784918,18.378204,36.72433
3260,RMJ135349.5+133049.3,208.4562849802825,13.513690449097957,0.37136042,40.536682,1.0147079,0.37312716,0.0,23.107275,20.544416,18.732931,18.094973,17.739897,29.642536
3261,RMJ213431.9-050236.7,323.63286582175374,-5.043533851186618,0.36339554,56.005226,1.0359727,-1.0,0.0,26.139004,19.673773,18.039423,17.43909,17.09295,46.242687
3262,RMJ090303.2+273929.4,135.7633123892537,27.658158269186327,0.4882204,88.08643,1.6921625,0.489709,0.0,23.013367,20.514011,18.62443,17.672684,17.379257,53.905365
3263,RMJ155754.5+213322.5,239.47726156312228,21.556261858713025,0.18034354,37.363647,1.0156082,0.17283654,0.0,20.11451,17.945843,16.73082,16.268461,15.947421,37.785934
3265,RMJ095128.1+294707.5,147.86689850176654,29.785410187881833,0.33259398,46.196274,0.99447703,0.33729866,0.0,22.592697,19.902628,18.260624,17.651052,17.332254,30.290697
3266,RMJ161907.8+214320.3,244.7826247576619,21.7223153531849,0.3594079,45.814903,1.0093373,0.38199756,0.0,21.489536,19.834494,18.038774,17.419106,17.104485,33.183826
3268,RMJ081900.2+134826.0,124.75067087955298,13.807227502154028,0.54935724,114.99621,2.6009407,-1.0,0.0,22.920416,21.070019,19.229645,18.140009,17.725378,53.975014
3269,RMJ135502.8+242439.6,208.76170404280623,24.411010165208978,0.13658702,33.290565,1.0061522,0.13839091,0.0,19.037159,17.116346,15.98554,15.549748,15.163922,22.063425
3271,RMJ233726.4-064055.2,354.3600252971298,-6.681994999801817,0.4072768,58.110413,1.2128214,-1.0,0.0,22.319853,20.352327,18.633753,17.955112,17.53306,33.675114
3272,RMJ092615.0+081402.1,141.56242016690035,8.233906533604639,0.1297967,30.559927,1.0057869,0.10501147,0.0,19.275389,17.276428,16.332897,15.929665,15.598066,23.506699
3273,RMJ231455.8+051407.4,348.73249088872166,5.235386903130457,0.30752715,37.607727,0.9923618,0.30365914,0.0,21.95684,19.373533,17.718027,17.1374,16.801046,28.069565
3274,RMJ133135.4+125032.1,202.89760881918448,12.842261343392973,0.24002244,37.22635,0.99841326,0.24580981,0.0,20.189264,18.072235,16.644497,16.125067,15.782739,33.984077
3275,RMJ003555.1+002123.3,8.979720815874316,0.35646404825216577,0.25609455,39.362045,1.000625,0.25921372,0.0,20.628717,18.449345,16.958284,16.402746,16.042938,32.129906
3276,RMJ131708.9+625858.1,199.2869019079237,62.98279176139017,0.32506213,50.025276,0.99208236,0.327514,0.0,22.746925,19.774185,18.11159,17.445478,17.240183,40.732662
3277,RMJ161855.5+105524.8,244.73129843904275,10.923554712667478,0.09451925,30.102278,1.0560158,0.09332096,0.0,18.581469,16.489298,15.539819,15.113521,14.803885,20.235601
3278,RMJ010600.7+050243.8,16.502806753380924,5.045512393448148,0.34579536,55.28824,1.0154318,0.34879127,0.0,26.669788,19.519695,17.75011,17.147429,16.844576,36.713238
3280,RMJ020057.9+183554.6,30.241049555910934,18.5984998447193,0.49244517,87.30843,1.7331554,0.5154524,0.0,23.00952,21.178703,19.515284,18.568615,18.163162,48.799137
3281,RMJ100113.8+230113.6,150.30742494481785,23.02045138730048,0.41276544,51.047356,1.2317895,-1.0,0.0,22.162819,21.04625,19.140396,18.373611,18.038523,29.252674
3282,RMJ124739.5+295539.8,191.9144415639014,29.92772115224714,0.22918668,41.77233,0.9975003,-1.0,0.0,22.18033,19.008144,17.617365,17.114363,16.768333,23.5933
3283,RMJ115809.9+083941.0,179.54107245769927,8.661391456610296,0.30712578,51.169395,0.9962997,0.29259196,0.0,21.807545,19.196442,17.5647,17.00146,16.6902,41.847652
3284,RMJ001628.7+351818.3,4.119554153924469,35.30507464518694,0.32493013,45.601334,0.99538225,-1.0,0.0,21.175646,18.569685,16.912268,16.310612,15.950658,38.311104
3285,RMJ142838.2+433839.0,217.15936223719822,43.64415694317127,0.22119914,38.233177,0.9981804,0.21333684,0.0,20.429129,18.270039,16.924366,16.423782,16.098806,26.217922
3286,RMJ131423.6+404211.9,198.5982749777707,40.70329251180502,0.52009624,85.63039,2.0783114,0.510664,0.0,20.957434,19.707071,18.014402,17.046217,16.62945,58.541195
3287,RMJ002132.5+271743.8,5.385375249880553,27.29551363385059,0.34436294,49.323547,1.0142257,-1.0,0.0,20.978846,19.091103,17.297771,16.69364,16.292822,38.400295
3288,RMJ113606.6-024259.6,174.02765019183707,-2.7165433567179846,0.2072086,32.360016,0.99791,0.20132348,0.0,20.093687,18.11933,16.761402,16.274515,15.948815,25.09901
3289,RMJ153445.9+292013.1,233.69131374115312,29.336977128498603,0.20226754,37.089058,1.0255876,0.19971995,0.0,20.69133,18.522875,17.224272,16.735437,16.356688,30.2997
3290,RMJ161155.2+071019.5,242.98018777462806,7.172093147596111,0.32023937,47.40142,0.9940232,0.3143694,0.0,22.047104,19.605093,17.862183,17.271696,16.946268,34.201168
3292,RMJ111255.8+533749.7,168.2324385895112,53.63046481768674,0.45968843,62.061447,1.50709,0.46434775,0.0,21.400137,20.539658,18.830475,18.031488,17.613201,42.90724
3293,RMJ115535.6+193032.5,178.89823208638313,19.50902331762211,0.44476813,68.865166,1.3664963,0.4481952,0.0,25.13802,20.776556,18.864628,18.067484,17.588793,41.78423
3294,RMJ010630.8+000814.0,16.628438169936473,0.1372188316453605,0.2703052,46.989532,0.99782777,0.27033046,0.0,22.494593,19.782017,18.23498,17.661541,17.277506,31.399872
3296,RMJ113409.6+041809.2,173.53981466776008,4.3025429604185,0.31878832,42.09269,0.9937082,0.3121974,0.0,23.830935,19.883883,18.229958,17.660332,17.322294,30.302477
3297,RMJ020259.6-004236.0,30.748498425487455,-0.7100016954105154,0.41516963,39.560364,1.1392529,0.43546584,0.0,23.002022,20.774305,18.978586,18.238026,17.792665,27.88833
3298,RMJ014223.6+081910.4,25.598434653273785,8.319544744240483,0.24806221,36.05172,0.99883956,0.23036115,0.0,21.293655,19.18055,17.80053,17.304262,17.003927,23.483799
3299,RMJ170652.6+272216.0,256.7190707355811,27.371102333944336,0.48157898,79.77248,1.8957431,0.48483407,0.0,22.460817,21.441511,19.687824,18.771515,18.350063,37.27407
3301,RMJ155848.8+223522.5,239.70340383814704,22.58957127428986,0.39297014,51.977913,1.058061,-1.0,0.0,24.116041,21.063694,19.169592,18.557365,18.144531,38.12345
3302,RMJ122203.2+451724.8,185.51349385181703,45.29023214243001,0.26722082,45.006386,0.99476033,-1.0,0.0,21.808393,19.733248,18.325815,17.754852,17.428488,27.399878
3303,RMJ084318.2+324951.2,130.82599352380117,32.830893939062484,0.443594,67.934616,1.4864858,-1.0,0.0,23.422619,21.16921,19.228617,18.464167,18.136997,42.055725
3304,RMJ112836.1+191850.8,172.15042957624792,19.314115278659102,0.21325712,40.643463,0.9967557,0.21043898,0.0,20.214733,18.352404,17.017334,16.501049,16.210545,32.274826
3307,RMJ130556.7+203532.8,196.48604292410482,20.592439381371733,0.41202682,61.283447,1.2224506,0.40815753,0.0,21.787773,20.761354,18.826881,18.124514,17.721165,39.929516
3308,RMJ132642.9+490245.4,201.67883334232312,49.04595154735734,0.28674334,41.87912,1.0044597,0.27965444,0.0,22.000244,19.13621,17.614456,17.060564,16.739388,32.166153
3309,RMJ095016.7+173206.7,147.56950377191646,17.535203913481226,0.38794452,52.145714,1.0760615,0.38463986,0.0,22.54921,20.31211,18.481434,17.850216,17.400059,35.494106
3310,RMJ113044.7+191552.9,172.68620107421194,19.26469446886075,0.16007413,30.895536,0.9988144,0.15346904,0.0,19.131575,16.975441,15.818306,15.354662,15.0638075,24.81935
3311,RMJ113239.9+372245.4,173.1661497710445,37.37927984738658,0.5262878,87.094864,2.3606782,-1.0,0.0,25.313305,20.988808,19.307562,18.345036,17.924984,44.930725
3312,RMJ163109.8+140945.3,247.79073410275183,14.162572100727697,0.28573868,44.045326,1.0039787,-1.0,0.0,20.404968,19.151438,17.901476,17.44278,17.063757,29.75558
3313,RMJ025706.7+030141.3,44.2779024509,3.028148787338139,0.5014691,82.07597,1.9607084,0.48124212,0.0,25.86713,21.443863,19.142864,18.341585,17.877363,40.45
3315,RMJ230644.6+255757.5,346.68597348901494,25.96595999709026,0.29061335,42.44355,1.0012299,-1.0,0.0,21.324087,19.806545,18.070135,17.49004,17.174192,29.810001
3316,RMJ210846.0+085200.6,317.1915461538407,8.866846539840171,0.27862054,46.959023,1.0253543,-1.0,0.0,24.55255,20.052864,18.381319,17.85104,17.60364,26.413712
3317,RMJ102138.2+510110.7,155.408978071852,51.019641002217874,0.16680717,32.436287,1.0008049,0.16795304,0.0,20.291618,18.249348,17.008726,16.528025,16.181402,18.613663
3318,RMJ101940.3+480713.2,154.91801047062276,48.120323452491455,0.22865704,37.65349,1.0034674,0.22066258,0.0,21.507423,18.916645,17.485413,16.951744,16.66325,23.401415
3319,RMJ121414.5+144535.5,183.56045961083282,14.759851034718372,0.15541247,32.588837,1.0497614,0.15716015,0.0,19.768957,17.78617,16.598587,16.15078,15.792968,24.890484
3320,RMJ152925.0+104141.9,232.35406897344274,10.694979452992046,0.497249,80.443695,1.7441077,0.509582,0.0,26.867716,21.265635,19.388706,18.444386,17.950663,41.599754
3321,RMJ101552.9+593639.6,153.97032196452233,59.610992855445545,0.2867021,40.948563,1.003195,-1.0,0.0,21.81237,20.01279,18.414747,17.873827,17.565275,25.383718
3322,RMJ120131.3+293024.5,180.38057064794367,29.50680952432085,0.26419264,44.380936,1.0513505,0.26300752,0.0,20.708078,18.98485,17.513302,16.95421,16.609823,28.981205
3324,RMJ150905.9-011226.4,227.27474078068315,-1.2073288642957818,0.34881088,54.63228,0.99280274,0.3423774,0.0,22.718723,19.965805,18.073076,17.460945,17.146545,38.936485
3325,RMJ145627.8+043812.1,224.11579526281727,4.636698444268972,0.3074213,46.79122,0.99431384,0.2770151,0.0,20.409035,18.603022,17.035532,16.45688,16.091894,34.045815
3326,RMJ082506.4+261551.5,126.27672928707392,26.264312022491097,0.35445747,46.79122,1.0035701,0.33871472,0.0,21.573774,19.334972,17.64185,17.029121,16.641087,39.16247
3328,RMJ234602.0+270237.8,356.50835434647695,27.043819609816953,0.26550996,41.14688,0.9969929,-1.0,0.0,21.624651,19.21761,17.751974,17.193348,16.85347,24.653215
3329,RMJ171432.8+391523.7,258.6366333745098,39.25658551962556,0.5143441,83.93708,1.9519101,-1.0,0.0,22.857368,21.037767,19.835524,18.977865,18.742874,43.34635
3330,RMJ115049.1+552716.0,177.70452163338456,55.454448516939046,0.4709636,91.42728,1.6288444,-1.0,0.0,25.57246,20.76032,19.236217,18.404568,18.141287,48.58813
3331,RMJ084843.3+101646.8,132.18052324559739,10.279676483674573,0.42260838,63.373375,1.2508647,0.4204244,0.0,24.611132,20.186392,18.335155,17.618397,17.218214,41.44128
3332,RMJ230242.8+194742.4,345.67845939709207,19.795098705126083,0.3815397,60.71901,1.2860311,-1.0,0.0,26.977684,20.577763,18.809515,18.198107,17.825483,42.4797
3333,RMJ124356.0+274155.8,190.98329074933662,27.698841320181547,0.2001011,37.089058,1.0113784,0.19511661,0.0,20.483624,18.321325,16.930042,16.425566,16.060991,21.918451
3336,RMJ234906.6+101015.2,357.2775771787285,10.170877094426606,0.5503894,97.925896,2.7416906,-1.0,0.0,24.171112,21.965567,20.371834,19.429752,18.94498,46.113045
3337,RMJ133445.3+250113.8,203.68893712220785,25.020507546862984,0.30239856,39.956993,1.0106003,0.29646647,0.0,22.71766,20.025042,18.29693,17.725706,17.374802,24.921389
3338,RMJ105023.8+303915.1,162.5990458775618,30.654184251493565,0.37912863,50.238846,1.0831285,0.38757116,0.0,23.535427,19.644178,17.905678,17.295881,16.841675,40.013493
3340,RMJ101714.2+360735.2,154.30911980916017,36.126457346197135,0.42471713,56.584915,1.2741817,0.42456642,0.0,22.268518,20.660591,18.872715,18.185335,17.770098,35.965733
3341,RMJ150532.1+075700.1,226.38390209708382,7.950029676047278,0.26149583,40.445152,0.9964445,0.2830837,0.0,21.771383,19.524063,17.968245,17.381922,17.112968,25.900833
3342,RMJ084555.7+533821.8,131.48204947606183,53.63939195536153,0.18035209,33.946533,0.99946463,0.18086813,0.0,20.629902,18.45256,17.17141,16.71482,16.332684,18.73918
3343,RMJ024616.0-083414.3,41.56686562331949,-8.570646605466038,0.41779864,64.92938,1.2921932,-1.0,0.0,26.096153,20.692986,19.155413,18.47791,18.036701,41.51948
3344,RMJ012418.4+042734.9,21.076779176146033,4.459681035175758,0.12671801,31.2464,1.0432864,-1.0,0.0,18.491879,16.160362,15.140947,14.669366,14.370065,23.226097
3345,RMJ094657.9+361123.4,146.74122250287246,36.18984116006739,0.49310842,84.15065,1.7554322,0.4997824,0.0,25.753838,21.718956,19.86332,18.887053,18.624086,48.93169
3346,RMJ140319.2+602844.7,210.82997648008921,60.479074131099146,0.4046655,56.417107,1.1066651,0.4229843,0.0,26.234102,19.789688,17.90041,17.176512,16.783884,39.322727
3347,RMJ095733.9+604725.4,149.39118182983216,60.790377574423836,0.35078228,48.85064,1.0396166,-1.0,0.0,22.041082,19.608238,17.886473,17.262623,16.903942,38.802914
3348,RMJ141016.9+364342.4,212.5703282104617,36.72844103459593,0.43991122,72.57213,1.3135426,-1.0,0.0,24.973522,21.282839,19.405722,18.671286,18.3234,43.53489
3349,RMJ021351.3+002802.7,33.46377473711067,0.46740633916927793,0.1847867,34.251633,0.99686384,0.18198964,0.0,19.650995,17.729246,16.473185,16.007925,15.676673,24.128494
3350,RMJ083454.9+553421.5,128.7286780607722,55.57263164620669,0.27217758,46.82173,1.0035453,-1.0,0.0,19.651997,18.244818,17.074022,16.449553,16.265892,37.602905
3352,RMJ154527.5+175001.4,236.36449287328364,17.83373585206623,0.34422985,45.845413,0.9934106,0.32835475,0.0,22.59573,19.95156,18.2182,17.654274,17.260279,33.615177
3353,RMJ153501.9+062427.1,233.75809558785687,6.407519958165569,0.34561282,44.502975,0.995617,0.34986374,0.0,22.093609,19.83944,18.017769,17.417011,17.011555,31.726137
3354,RMJ082718.4+082158.1,126.8267510526768,8.366138197636282,0.3326738,53.32035,1.0131145,0.3169342,0.0,24.10196,19.935377,18.20815,17.580822,17.269691,33.040257
3355,RMJ024407.0-054910.2,41.02923688486433,-5.819509723193428,0.31072584,51.230415,0.9928949,-1.0,0.0,24.186724,19.37305,17.66296,17.14898,16.7742,32.605507
3356,RMJ080551.7+042304.8,121.46557860071582,4.3846551526840605,0.51579434,86.393135,1.9606974,-1.0,0.0,26.292933,22.013046,20.115488,19.096548,18.616468,46.819748
3357,RMJ010040.8+002627.1,15.170006183412308,0.44084876710084875,0.4074184,52.176224,1.1296568,0.41781062,0.0,22.448702,20.68281,18.81908,18.117416,17.73467,32.571617
3359,RMJ083749.8+614452.1,129.4573034320396,61.74779383042873,0.50639194,90.54249,2.4451468,-1.0,0.0,23.375834,21.688921,20.333326,19.432621,18.994865,36.154472
3361,RMJ072814.5+351844.6,112.06043455398137,35.31237889142676,0.34108037,48.53029,1.0008613,-1.0,0.0,23.138422,20.107925,18.44474,17.89484,17.537786,31.69822
3362,RMJ020055.2+120655.8,30.230003862741455,12.115490727893167,0.3813842,57.912094,1.3349963,0.36635265,0.0,21.058235,20.003145,18.191416,17.585192,17.167572,37.032124
3363,RMJ135158.3+610419.5,207.99310083366345,61.07207877135945,0.32773718,52.542343,0.99506086,0.3235896,0.0,22.253128,19.597383,17.894918,17.281624,16.95313,36.702896
3364,RMJ011812.0-100710.7,19.54989379696687,-10.119625595251039,0.48296311,78.18596,1.9261756,-1.0,0.0,23.906988,21.512089,19.879208,19.017286,18.587803,43.130604
3365,RMJ002237.9+102414.7,5.657841443374366,10.404085015077722,0.45488837,63.007256,1.8025309,0.4449382,0.0,22.1354,20.886663,18.973673,18.084074,17.715004,38.295517
3367,RMJ095036.7+222026.1,147.6529132128802,22.340581349143974,0.20785615,38.553535,0.99886894,0.19903809,0.0,20.642775,18.532686,17.223494,16.740616,16.437273,28.451326
3368,RMJ235454.2-070942.3,358.7257061794632,-7.161740823623514,0.51381797,104.07365,2.2108974,-1.0,0.0,27.136621,20.153074,18.545223,17.552889,17.13683,60.86233
3369,RMJ121630.3+004125.4,184.12621455837103,0.6903969072371337,0.30287752,39.346794,1.0366657,0.30767396,0.0,22.499846,19.60698,17.943954,17.371206,17.028107,24.006021
3370,RMJ160815.8+075502.6,242.06575140626722,7.917388273760196,0.2206735,40.567192,0.9988441,0.20592286,0.0,21.428322,18.857851,17.516508,17.056929,16.714373,33.39428
3371,RMJ162854.9+103933.1,247.22888941080384,10.659183532445802,0.4407633,59.98677,1.5022624,-1.0,0.0,23.45496,21.265787,19.41239,18.576239,18.271294,31.114683
3372,RMJ103840.7+041352.8,159.6697001616612,4.231343833345986,0.28354207,37.394157,0.99677634,-1.0,0.0,23.126245,20.777945,19.22037,18.625742,18.34921,23.466156
3373,RMJ154537.5+532416.2,236.40606177375085,53.40450014530008,0.21980387,35.57881,0.9953923,-1.0,0.0,20.89242,18.25167,16.861147,16.352581,16.059458,28.160933
3374,RMJ220013.6+162137.2,330.05651425127763,16.36033673983315,0.46909356,97.25468,1.8542292,-1.0,0.0,22.521975,20.597725,18.903593,18.006079,17.530693,61.72328
3376,RMJ073322.3+414924.8,113.34295348269649,41.823551633170155,0.2069731,33.153275,1.0051974,0.20478185,0.0,20.774035,18.614195,17.279318,16.742573,16.412176,20.366814
3377,RMJ233628.0+305122.0,354.11673318856776,30.856100009464903,0.44341177,50.071037,1.6531006,-1.0,0.0,22.090805,22.270063,19.988075,19.302397,18.998432,28.205156
3378,RMJ004237.3+121425.6,10.655391688903876,12.240440360245215,0.43302467,35.73136,1.5023248,-1.0,0.0,23.672476,21.467411,19.713709,18.983942,18.528072,20.116312
3379,RMJ133351.1+174446.7,203.463119510416,17.746302445462753,0.20722067,36.35682,1.0058416,0.2089972,0.0,20.574314,18.691374,17.340826,16.84975,16.506315,25.963633
3380,RMJ130949.5+193848.2,197.45642642296235,19.646710414240104,0.14285134,30.178553,1.0062562,0.14401412,0.0,19.016026,17.027721,15.920416,15.454808,15.100067,23.538734
3381,RMJ073450.7+393136.9,113.71127568641204,39.52691270454777,0.24129257,40.9028,1.0017998,0.22023612,0.0,21.006676,17.537657,16.152164,15.614805,15.340959,34.229286
3382,RMJ162708.8+412958.2,246.7865009895632,41.49950287397508,0.13595675,30.727732,1.0308629,0.13502347,0.0,20.055605,17.848108,16.753439,16.315445,15.930721,19.860395
3383,RMJ092601.7+240427.9,141.50700407935705,24.074426531598633,0.2235725,35.79238,1.0227836,0.2166846,0.0,21.020405,19.066652,17.700338,17.18337,16.862568,26.707474
3384,RMJ074556.4+191306.1,116.48516104050273,19.21837332553417,0.38913321,55.28824,1.10686,0.38736394,0.0,21.882853,20.655989,18.831686,18.188095,17.70419,34.729717
3385,RMJ080905.0+451428.8,122.27074671749693,45.24133140136705,0.38862014,48.4235,1.114509,0.38937458,0.0,21.612,20.540054,18.732931,18.122753,17.73577,34.744255
3386,RMJ090553.1-000247.5,136.47116410511526,-0.04652134418268306,0.3124673,48.43876,1.021541,-1.0,0.0,21.628687,19.569193,18.043564,17.487888,17.140064,31.870234
3387,RMJ113029.5+332051.0,172.6231224131072,33.3475083550446,0.22157456,38.233177,0.9998361,0.22260867,0.0,20.117136,18.095402,16.689503,16.196136,15.893108,28.36899
3388,RMJ103230.2+590258.8,158.12601194049802,59.049660051678664,0.40066707,58.674843,1.1981139,0.3999932,0.0,25.68691,19.973566,18.176926,17.508791,17.094507,42.946957
3389,RMJ145316.4+614454.1,223.31822226771948,61.748367035262056,0.28960177,50.101547,0.9976713,-1.0,0.0,25.01904,19.940273,18.446512,17.899052,17.580027,35.141872
3392,RMJ015903.2+042114.6,29.763483700027336,4.354048023890614,0.44169652,70.07031,1.4072958,0.4396655,0.0,26.34867,20.389765,18.69089,17.927279,17.523846,42.317112
3393,RMJ093431.2-002307.7,143.62997604234164,-0.38545863631281135,0.34472522,49.39982,0.99599314,0.3420238,0.0,21.95365,20.008158,18.30183,17.694073,17.387009,39.50365
3394,RMJ111253.5+534949.3,168.22309635558025,53.83036005154297,0.20098741,40.704483,1.0020883,0.2155756,0.0,20.030693,18.059845,16.694729,16.204914,15.819319,28.335157
3395,RMJ091750.5+014605.2,139.46030102198327,1.7680977592376845,0.3651163,49.842216,1.061021,-1.0,0.0,23.76862,20.654402,18.96189,18.383184,17.974314,34.88633
3396,RMJ225635.9-023458.7,344.1494980990754,-2.582978565075607,0.46317887,81.084404,1.6581807,-1.0,0.0,22.633162,21.100645,19.544785,18.820028,18.482674,40.145565
3397,RMJ084112.6+113742.0,130.30248185236198,11.628329370236143,0.46603087,74.11288,1.7493205,0.45906,0.0,22.31489,20.72544,18.920914,18.094252,17.599413,38.66408
3398,RMJ144536.7+081433.5,221.40272621339315,8.242625133982296,0.27302542,37.851807,1.0144304,0.26759878,0.0,21.264622,19.161825,17.574022,17.003744,16.667543,27.299128
3399,RMJ114251.2+110413.1,175.71314260052083,11.070298995976344,0.27794033,36.906,0.9958181,0.27990773,0.0,21.105986,19.672297,18.082188,17.56303,17.239252,26.052185
3400,RMJ233555.2+030050.6,353.97991570120433,3.014041773683258,0.20143102,32.970215,0.99831194,-1.0,0.0,20.440224,18.70553,17.431786,16.877636,16.51136,26.51575
3401,RMJ103308.5+090214.3,158.28531721234012,9.037315758844171,0.2361787,37.424667,0.9970771,0.226795,0.0,21.046093,18.277756,16.878696,16.333324,16.047585,27.623444
3402,RMJ154946.0+361925.7,237.4415287411441,36.323815394187854,0.24213548,40.521423,0.99770087,-1.0,0.0,23.365616,19.56478,18.169323,17.666286,17.417782,31.504513
3403,RMJ232236.4+320946.3,350.6515310581646,32.16286205981863,0.3870517,62.717415,1.4004719,-1.0,0.0,22.506481,19.994251,18.263882,17.60653,17.26683,40.74881
3404,RMJ230145.0+184546.9,345.43739284731197,18.763025975801554,0.3584268,31.21589,1.0893282,-1.0,0.0,21.729906,20.434841,18.87953,18.313486,17.95527,18.223547
3405,RMJ114251.0+391126.7,175.7125736150545,39.19074314274482,0.24068473,37.928078,1.0592675,0.231861,0.0,20.553617,18.686768,17.256096,16.728842,16.438538,29.06875
3406,RMJ143334.0+291654.7,218.39171712589237,29.28187127445897,0.35741097,50.727005,0.996551,0.36706638,0.0,23.366714,20.249218,18.569658,17.945084,17.621563,34.756927
3407,RMJ004246.1+175737.8,10.692207650782393,17.960506937838662,0.35084552,50.025276,1.0489408,-1.0,0.0,22.104107,19.621729,17.758595,17.127312,16.842758,36.48627
3408,RMJ003107.9+114907.7,7.782911780131485,11.818811454552634,0.2815812,41.3757,0.99406624,-1.0,0.0,25.793556,19.22478,17.75531,17.195148,16.87903,30.895145
3409,RMJ003859.7+255909.6,9.748901382172221,25.985993560766214,0.48576766,85.38631,1.8514031,-1.0,0.0,26.113197,21.608515,19.689077,18.7125,18.315536,50.034447
